Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Power Snatch,"Stand with your feet hip-width apart and grip a barbell with an overhand grip, hands wider than shoulder-width apart.
Lower into a partial squat position with the barbell just above your knees.
Explosively extend your hips, knees, and ankles, pulling the barbell upwards.
As the barbell reaches chest height, pull yourself under the barbell, dropping into a squat position and catching the barbell overhead.
Stand up with the barbell overhead and then lower it back down to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Pushups,"Start in a plank position with your hands shoulder-width apart and your body in a straight line from head to heels.
Lower your body towards the ground by bending your elbows, keeping them close to your sides.
Push through your palms to straighten your arms and return to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Barbell walking lunge,"Stand upright with a barbell across your upper back and shoulders.
Take a large step forward with one foot and lower your body until both knees are bent at 90-degree angles.
Push through the front heel to return to the starting position and repeat with the opposite leg.
Continue alternating legs as you walk forward.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Front Squats With Two Kettlebells,"Hold a kettlebell in each hand at shoulder height with your palms facing inwards.
Stand with your feet shoulder-width apart.
Lower your body into a squat position by bending at the knees and hips, keeping your chest up and back straight.
Push through your heels to return to the starting position and repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,9.2,Average
Spider crawl,"Start in a plank position with your hands and toes on the ground, body in a straight line from head to heels.
Keeping your core engaged, lift one hand and the opposite foot off the ground, and move them forward simultaneously.
Alternate sides, moving forward with a crawling motion, while keeping your body stable and in alignment.
Continue crawling forward for the desired distance or time.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Power Clean from Blocks,"Start with a barbell on blocks positioned just below knee level.
Stand with feet shoulder-width apart, toes pointing slightly outwards, and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart.
Keep your back straight, chest up, and core engaged.
Explosively extend your hips, knees, and ankles to lift the barbell off the blocks.
Shrug your shoulders and pull the barbell towards your shoulders, allowing your elbows to bend and rotate underneath.
Drop into a partial squat position and catch the barbell on your shoulders, then stand up to complete the lift.",,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Single Leg Push-off,"Stand on one leg with the other leg slightly lifted off the ground.
Lower yourself into a partial squat by bending your knee and hip.
Push through the heel of your standing foot to extend your knee and hip, returning to the starting position.
Repeat for the desired number of repetitions, then switch legs and repeat.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,9.2,Average
Hip Circles (Prone),"Lie face down on a mat with your arms extended overhead and your legs straight.
Lift one leg off the ground and begin to make circular motions with your hip, rotating your leg outward and then inward.
Keep your core engaged and your movements controlled.
Complete the desired number of repetitions with one leg, then switch and repeat with the other leg.",,,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/finder,,9.2,Average
Reverse-grip bent-over row,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with an underhand grip, hands slightly closer than shoulder-width apart.
Bend forward at the hips while keeping your back straight, allowing the barbell to hang in front of you at arm's length.
Pull the barbell towards your lower chest by retracting your shoulder blades and bending your elbows, keeping them close to your body.
Squeeze your back muscles at the top of the movement, then slowly lower the barbell back to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,"Sit on a bench facing a low-pulley cable machine with a straight bar attached.
Grasp the bar with an underhand grip, palms facing up, and rest your forearms on your thighs.
Curl the bar upwards by flexing your wrists while keeping your forearms stationary.
Pause at the top of the movement, then slowly lower the bar back to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.2,Average
Back extension,"Lie face down on a back extension bench or stability ball with your hips and lower abdomen resting on the surface.
Place your hands behind your head or cross them over your chest.
Engage your lower back muscles to lift your torso off the bench or ball until your body forms a straight line.
Lower your torso back down in a controlled manner, keeping your movements smooth and controlled.",,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Close-grip bench press,"Lie on a flat bench with your back flat against the surface.
Grip the barbell with your hands closer than shoulder-width apart, palms facing away from you.
Unrack the barbell and lower it towards your lower chest while keeping your elbows close to your body.
Press the barbell back up to the starting position, fully extending your arms.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,Average
Cocoons,"Lie flat on your back on a mat with your arms extended overhead and your legs straight.
Engage your core muscles and lift your arms and legs off the ground simultaneously, bringing your knees towards your chest and reaching your hands towards your feet.
Hold this position for a moment, then slowly extend your arms and legs back to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Cross-Body Crunch,"Lie flat on your back on a mat with your knees bent and feet flat on the ground.
Place your hands behind your head or cross them over your chest.
Contract your abdominal muscles and lift your shoulder blades off the ground, rotating your torso to bring your right elbow towards your left knee.
Lower back down to the starting position, then repeat on the opposite side, bringing your left elbow towards your right knee.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Dumbbell Flyes,"Lie on a flat bench with a dumbbell in each hand, palms facing each other.
Extend your arms straight above your chest, with a slight bend in your elbows.
Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest.
Bring the dumbbells back together over your chest, squeezing your chest muscles at the top of the movement.
Repeat for the desired number of repetitions, keeping your movements smooth and controlled.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Hammer Curls,"Stand upright with a dumbbell in each hand, palms facing your torso.
Keep your elbows close to your body and your upper arms stationary.
Curl the dumbbells upward towards your shoulders while keeping your palms facing each other.
Squeeze your biceps at the top of the movement, then slowly lower the dumbbells back down.
Repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Incline dumbbell bench press,"Set an adjustable bench to a 30-45 degree incline.
Lie back on the bench with a dumbbell in each hand, arms extended above your chest, palms facing forward.
Lower the dumbbells to the sides of your chest, keeping your elbows at a 90-degree angle.
Press the dumbbells back up to the starting position, fully extending your arms.
Repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
